record_id,title,authors,language,publication_year,publisher,isbn_or_issn,segment,subsegment,perspective,topics,access_type,dataset_status
maja-0010,次世代ビジネス対応　契約審査手続マニュアル－「新しい資本主義」を踏まえた契約類型－,契約審査実務研究会,ja,2022,新日本法規出版,,Securities & Investment Banking,M&A Execution/FA,practice,株式譲渡契約,unknown,draft
maja-0011,M&A3.0 事業承継の切り札 M&A TECH,株式会社M&A総合研究所代表取締役佐上峻作; 株式会社M&A総合研究所取締役矢吹明大,ja,2021,パレード,,Securities & Investment Banking,M&A Execution/FA,practice,M&A エグゼキューション,unknown,draft
maja-0012,図解入門ﾋﾞｼﾞﾈｽ最新業種別M&Aの成功ﾎﾟｲﾝﾄがよ〜くわかる本,笹川敏幸,ja,2021,秀和システム,9784798064444,Securities & Investment Banking,M&A Execution/FA,practice,M&A 実務,unknown,draft
maja-0013,事業者必携 事業再編・M&A【合併・会社分割・事業譲渡】の法律と手続き,,ja,2021,三修社,9784384048759,Securities & Investment Banking,M&A Execution/FA,practice,M&A 実務,unknown,draft
maja-0014,民法を武器として使いたい ビジネスパーソンの契約の基本教科書,長瀬総合法律事務所,ja,2021,日本能率協会マネジメントセンター,,Securities & Investment Banking,M&A Execution/FA,practice,基本合意 契約,unknown,draft
maja-0015,クロスボーダーM&Aの契約実務,森幹晴,ja,2021,Unknown,4502372714,Securities & Investment Banking,M&A Execution/FA,practice,M&A 契約 実務,unknown,draft
maja-0016,M&A 買収者の見解、経営者の異論,ケイトウェリング; マリオガベリ,ja,2020,Pan Rolling Inc,9784775972601,Securities & Investment Banking,M&A Execution/FA,practice,M&A プロセス管理,unknown,draft
maja-0017,日本型PMIの方法論,竹林 信幸,ja,2019,President Inc,,Securities & Investment Banking,M&A Execution/FA,practice,デューデリジェンス,unknown,draft
maja-0018,弁護士・公認会計士の視点と実務中小企業のM&A,加藤真朗,ja,2018,Unknown,4817845082,Securities & Investment Banking,M&A Execution/FA,practice,M&A エグゼキューション,unknown,draft
maja-0019,トップコンサルタントが明かす　ポストM&A成功44の鉄則,田中大貴,ja,2018,日経BP,,Securities & Investment Banking,M&A Execution/FA,practice,PMI 実務,unknown,draft
maja-0020,事業担当者のための逆引きビジネス法務ハンドブック　Ｍ＆Ａ契約書式編,塩野　誠; 宮下　和昌,ja,2018,東洋経済新報社,9784492533987,Securities & Investment Banking,M&A Execution/FA,practice,M&A 契約 実務,unknown,draft
maja-0021,Business Law Handbook　ビジネス契約書の読み方・書き方・直し方,長瀬佑志; 長瀬威志; 母壁明日香,ja,2017,日本能率協会マネジメントセンター,,Securities & Investment Banking,M&A Execution/FA,practice,株式譲渡契約,unknown,draft
maja-0022,法務デューデリジェンス チェックリスト,佐藤 義幸,ja,2016,good.book,,Securities & Investment Banking,M&A Execution/FA,practice,デューデリジェンス,unknown,draft
maja-0023,M&Aを成功に導くPMI,三宅卓,ja,2015,President Inc,,Securities & Investment Banking,M&A Execution/FA,practice,M&A プロセス管理,unknown,draft
maja-0024,M&A実務の基礎,柴田義人; 石原坦; 関根良太,ja,2015,Unknown,4785722851,Securities & Investment Banking,M&A Execution/FA,practice,M&A 契約 実務,unknown,draft
maja-0025,図解入門ビジネス 最新ビジネスデューデリがよーくわかる本［第2版］,菅原祥公,ja,2013,秀和システム,,Securities & Investment Banking,M&A Execution/FA,practice,デューデリジェンス,unknown,draft
dden-0001,Kernanalysen der Financial Due Diligence,Thomas Pomp,en,2024,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,financial due diligence,unknown,draft
dden-0002,Due Diligence : Book 2,Christian V. Reinhardt,en,2021,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,due diligence,unknown,draft
dden-0003,AMA Handbook of Due Diligence,William Crilly; Andrew Sherman,en,2021,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,financial due diligence,unknown,draft
dden-0004,Due Diligence in Mortgage Repurchases and Fannie Mae,United States House of Representatives; Committee on Financial Services; United States United States Congress,en,2019,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,financial due diligence,unknown,draft
dden-0005,Due Diligence 2018,Michael Tooma,en,2018,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,due diligence,unknown,draft
dden-0006,Financial Crimes Enforcement Network - Anti-Money Laundering Programs - Special Due Diligence Programs for Certain Foreign Accounts (US Financial Crimes Enforcement Network Regulation) (FINCEN) (2018 Edition),The Law The Law Library,en,2018,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,financial due diligence,unknown,draft
dden-0007,Software Due Diligence,Christian Demant,en,2017,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,due diligence,unknown,draft
dden-0008,Checklists for Due Diligence,Peter Howson,en,2017,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,due diligence,unknown,draft
dden-0009,Financial Due Diligence For Commercial Real Estate,Jerold Ipsen,en,2017,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,financial due diligence,unknown,draft
dden-0010,Enhanced Due Diligence - The Complete BSA/AML Desktop Reference,Howard Steiner; Sephen L. Marini,en,2017,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,financial due diligence,unknown,draft
dden-0011,Financial Due Diligence ALS Instrument Zur Minderung Von Akquisitionsrisiken,Thomas Otte,en,2016,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,financial due diligence,unknown,draft
dden-0012,Practical Operational Due Diligence on Hedge Funds,Rajiv Jaitly,en,2016,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,financial due diligence,unknown,draft
dden-0013,Real Estate Due Diligence,Mary Ann Hallenborg,en,2015,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,due diligence,unknown,draft
dden-0014,Praxishandbuch Financial Due Diligence,Thomas Pomp,en,2015,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,financial due diligence,unknown,draft
dden-0015,Financial Due Diligence. ein Analyseinstrument Bei Unternehmensakquisitionen,Serpil Mesepinar,en,2015,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,financial due diligence,unknown,draft
dden-0016,Financial Due Diligence Als Instrument des Risikomanagements,Thomas Otte,en,2014,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,financial due diligence,unknown,draft
dden-0017,Due Diligence in China,Kwek Ping Yong,en,2013,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,due diligence,unknown,draft
dden-0018,Durchführung Einer Financial Due Diligence Im Rahmen Einer Unternehmensakquisition,Sven Bollmann,en,2013,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,financial due diligence,unknown,draft
dden-0019,Operations due diligence,James F. Grebey,en,2012,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,financial due diligence,unknown,draft
dden-0020,HR Due Diligence,ChyeKok Ho; ChinSeng Koh,en,2011,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,due diligence,unknown,draft
dden-0021,The AMA handbook of due diligence,William M. Crilly,en,2010,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,due diligence,unknown,draft
dden-0022,Tax due diligence,Matthew Peppitt,en,2009,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,due diligence,unknown,draft
dden-0023,Logistics Due Diligence,Franz Nothardt,en,2009,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,due diligence,unknown,draft
dden-0024,Due Diligence bei Unternehmensakquisitionen,Wolfgang Berens,en,2008,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,due diligence,unknown,draft
dden-0025,Hedge fund due diligence,Randy Shain,en,2008,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,due diligence,unknown,draft
ddja-0001,企業の成長を見抜く　ビジネスデューデリジェンス入門　M&Aを成功させる事業性評価の秘訣,小笠原知洋,ja,2025,日経BP,,Securities & Investment Banking,M&A Due Diligence,practice,デューデリジェンス,unknown,draft
ddja-0002,中小企業М&Aにおける財務デューデリジェンスのすべて【第2版】,久米雅彦,ja,2025,Unknown,432214568X,Securities & Investment Banking,M&A Due Diligence,practice,M&A DD 実務,unknown,draft
ddja-0003,BDDを知るビジネスDDの全体像と設計,PwCアドバイザリー合同会社,ja,2024,中央経済社,4502483117,Securities & Investment Banking,M&A Due Diligence,practice,ビジネスDD,unknown,draft
ddja-0004,M&Aを成功に導く法務デューデリジェンスの実務〈第4版〉,長島・大野・常松法律事務所,ja,2023,Unknown,4502459518,Securities & Investment Banking,M&A Due Diligence,practice,M&A DD 実務,unknown,draft
ddja-0005,M&A財務デューデリジェンス入門,株式会社G&Sソリューションズ,ja,2022,Unknown,4419068167,Securities & Investment Banking,M&A Due Diligence,practice,財務DD,unknown,draft
ddja-0006,事業担当者のための逆引きビジネス法務ハンドブック　第２版,塩野　誠; 宮下　和昌,ja,2021,東洋経済新報社,9784492534397,Securities & Investment Banking,M&A Due Diligence,practice,法務DD,unknown,draft
ddja-0007,Ｍ＆Ａ・組織再編の人事　トランスフォーメーションを達成するために,村中靖; 佐藤しおり,ja,2021,日経BP,,Securities & Investment Banking,M&A Due Diligence,practice,人事DD,unknown,draft
ddja-0008,M&Aにおける労働法務DDのポイント,東京弁護士会労働法制特別委員会企業集団再編と労働法部会,ja,2020,Unknown,4785728000,Securities & Investment Banking,M&A Due Diligence,practice,法務DD,unknown,draft
ddja-0009,事業担当者のための逆引きビジネス法務ハンドブック　Ｍ＆Ａ契約書式編,塩野　誠; 宮下　和昌,ja,2018,東洋経済新報社,9784492533987,Securities & Investment Banking,M&A Due Diligence,practice,M&A DD 実務,unknown,draft
ddja-0010,M&Aを成功に導くビジネスデューデリジェンスの実務,PwCアドバイザリー合同会社,ja,2018,Unknown,4502272019,Securities & Investment Banking,M&A Due Diligence,practice,M&A DD 実務,unknown,draft
ddja-0011,法務デューデリジェンス チェックリスト,佐藤 義幸,ja,2016,good.book,,Securities & Investment Banking,M&A Due Diligence,practice,デューデリジェンス,unknown,draft
ddja-0012,M&Aを成功に導く知的財産デューデリジェンスの実務,TMI総合法律事務所; デロイトトーマツファイナンシャルアドバイザリー,ja,2016,Unknown,4502189316,Securities & Investment Banking,M&A Due Diligence,practice,M&A DD 実務,unknown,draft
ddja-0013,税務デューデリジェンスの実務,デロイトトーマツ,ja,2016,Unknown,4502196118,Securities & Investment Banking,M&A Due Diligence,practice,M&A DD 実務,unknown,draft
ddja-0014,ビジネスを「先読み」する人の日本経済史の読み方,小宮一慶,ja,2015,KADOKAWA,,Securities & Investment Banking,M&A Due Diligence,practice,ビジネスDD,unknown,draft
ddja-0015,M&Aを成功に導く財務デューデリジェンスの実務,プライスウォーターハウスクーパース,ja,2014,Unknown,4502117811,Securities & Investment Banking,M&A Due Diligence,practice,財務DD,unknown,draft
ddja-0016,法務デューデリジェンスの実務,長島大野常松法律事務所,ja,2014,Unknown,4502078700,Securities & Investment Banking,M&A Due Diligence,practice,M&A DD 実務,unknown,draft
ddja-0017,図解入門ビジネス 最新ビジネスデューデリがよーくわかる本［第2版］,菅原祥公,ja,2013,秀和システム,,Securities & Investment Banking,M&A Due Diligence,practice,デューデリジェンス,unknown,draft
ddja-0018,日経ビジネス,,ja,2013,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,財務DD,unknown,draft
ddja-0019,一橋ビジネスレビュ-,,ja,2013,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,法務DD,unknown,draft
ddja-0020,図解入門ビジネス最新ビジネスデューデリがよーくわかる本,菅原祥公,ja,2013,秀和システム,4798035998,Securities & Investment Banking,M&A Due Diligence,practice,ビジネスDD,unknown,draft
ddja-0021,本格ビジネスサイトを作りながら学ぶ WordPressの教科書2,プライム・ストラテジー株式会社,ja,2013,SBクリエイティブ,9784797370966,Securities & Investment Banking,M&A Due Diligence,practice,ビジネスDD,unknown,draft
ddja-0022,財務官戰時報告,,ja,2000,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,財務DD,unknown,draft
ddja-0023,全国企業財務諸表分析統計,,ja,2000,Unknown,,Securities & Investment Banking,M&A Due Diligence,practice,財務DD,unknown,draft
ddja-0024,Ｍ＆Ａを成功させるデューデリジェンスのことがよくわかる本,新日本有限責任監査法人; 新日本アーンストアンドヤング税理士法人,ja,2000,KADOKAWA,,Securities & Investment Banking,M&A Due Diligence,practice,法務DD,unknown,draft
